Year,County,Place,CFIPS,PFIPS,Total Population,Household Population,Group Quarters Population,Household Size,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Vacancy Percent,Household Pop to Housing Units Ratio
2010,Rio Grande County,South Fork,105,72395,386,380,6,2.38,538,160.0,378.0,70.3,0.7063197026022305
2010,Baca County,Springfield,9,73330,1454,1394,60,2.37,730,588.0,142.0,19.49,1.9095890410958904
2010,Las Animas County,Starkville,71,73715,59,59,0,1.94,41,30.0,11.0,25.71,1.4390243902439024
2010,Routt County,Steamboat Springs,107,73825,12052,11774,278,2.4,9457,4915.0,4542.0,48.03,1.24500370096225
2010,Logan County,Sterling,75,73935,14350,10972,3378,2.34,5195,4685.0,510.0,9.81,2.1120307988450433
2010,Kit Carson County,Stratton,63,74485,658,652,6,2.5,315,261.0,54.0,17.05,2.06984126984127
2010,Crowley County,Sugar City,25,74815,259,259,0,2.29,147,113.0,34.0,23.18,1.7619047619047619
2010,Boulder County,Superior (Part),13,75640,12497,12497,0,2.78,4698,4501.0,197.0,4.19,2.6600681140911027
2010,Jefferson County,Superior (Part),59,75640,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2010,Otero County,Swink,89,75970,617,617,0,2.51,284,246.0,38.0,13.29,2.1725352112676055
2010,San Miguel County,Telluride,113,76795,2319,2319,0,2.08,2134,1113.0,1021.0,47.83,1.0866916588566073
2010,Adams County,Thornton (Part),1,77290,119753,119291,462,2.86,43460,41702.0,1758.0,4.05,2.744845835250805
2010,Weld County,Thornton (Part),123,77290,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2010,Larimer County,Timnath (Part),69,77510,625,625,0,2.92,243,214.0,29.0,11.93,2.57201646090535
2010,Weld County,Timnath (Part),123,77510,7,7,0,2.33,3,3.0,0.0,0.0,2.3333333333333335
2010,Las Animas County,Trinidad,71,78610,9033,8654,379,2.38,4250,3640.0,610.0,14.35,2.036235294117647
2010,Baca County,Two Buttes,9,79270,43,43,0,2.04,30,21.0,9.0,29.73,1.4333333333333333
2010,Eagle County,Vail,37,80040,5285,5284,1,2.11,6974,2502.0,4472.0,64.13,0.7576713507312877
2010,Teller County,Victor,119,80865,398,398,0,1.87,337,213.0,124.0,36.8,1.1810089020771513
2010,Baca County,Vilas,9,81030,114,114,0,4.2,37,27.0,10.0,26.67,3.081081081081081
2010,Kit Carson County,Vona,63,81690,106,106,0,2.16,61,49.0,12.0,19.67,1.7377049180327868
2010,Jackson County,Walden,57,82130,604,602,2,2.24,350,268.0,82.0,23.34,1.72
2010,Huerfano County,Walsenburg,55,82350,3038,2982,56,2.3,1617,1295.0,322.0,19.92,1.844155844155844
2010,Baca County,Walsh,9,82460,547,525,22,2.23,329,236.0,93.0,28.29,1.5957446808510638
2010,Boulder County,Ward,13,82735,150,150,0,2.0,101,75.0,26.0,25.74,1.4851485148514851
2010,Larimer County,Wellington,69,83230,6295,6295,0,2.88,2281,2188.0,93.0,4.08,2.759754493643139
2010,Custer County,Westcliffe,27,83450,450,435,15,2.05,296,212.0,84.0,28.28,1.4695945945945945
2010,Adams County,Westminster (Part),1,83835,63974,63653,321,2.49,26765,25515.0,1250.0,4.67,2.378217821782178
2010,Jefferson County,Westminster (Part),59,83835,42488,42342,146,2.54,17248,16665.0,583.0,3.38,2.4548933209647497
2010,Jefferson County,Wheat Ridge,59,84440,30205,29651,554,2.12,14869,13994.0,875.0,5.88,1.9941489003967987
2010,Morgan County,Wiggins,87,84770,894,894,0,2.55,402,350.0,52.0,12.83,2.2238805970149254
2010,Prowers County,Wiley,99,85045,404,404,0,2.53,193,160.0,33.0,17.35,2.093264248704663
2010,Fremont County,Williamsburg,43,85155,661,661,0,2.53,283,262.0,21.0,7.5,2.335689045936396
2010,Larimer County,Windsor (Part),69,85485,4646,4646,0,2.92,1688,1591.0,97.0,5.75,2.7523696682464456
2010,Weld County,Windsor (Part),123,85485,14272,14169,103,2.7,5602,5241.0,361.0,6.44,2.52927525883613
2010,Grand County,Winter Park,49,85705,993,980,13,2.1,2514,467.0,2047.0,81.42,0.3898170246618934
2010,Teller County,Woodland Park,119,86090,7229,7229,0,2.47,3196,2931.0,265.0,8.29,2.26188986232791
2010,Yuma County,Wray,125,86310,2340,2195,145,2.43,992,903.0,89.0,8.94,2.212701612903226
2010,Routt County,Yampa,107,86475,427,427,0,2.69,195,159.0,36.0,18.69,2.18974358974359
2010,Yuma County,Yuma,125,86750,3520,3469,51,2.63,1435,1318.0,117.0,8.19,2.4174216027874564
2010,Adams County,Unincorp. Area,1,99990,88553,88245,308,2.99,31259,29517.0,1742.0,5.57,2.823026968233149
2010,Alamosa County,Unincorp. Area,3,99990,6575,6507,68,2.57,2824,2530.0,294.0,10.41,2.3041784702549575
2010,Arapahoe County,Unincorp. Area,5,99990,84919,84202,717,2.61,34055,32260.0,1795.0,5.27,2.472529731316987
2010,Archuleta County,Unincorp. Area,7,99990,10336,10273,63,2.26,7817,4542.0,3275.0,41.9,1.3141870282717154
2010,Baca County,Unincorp. Area,9,99990,1388,1388,0,2.71,708,512.0,196.0,27.67,1.96045197740113
2010,Bent County,Unincorp. Area,11,99990,4093,1963,2130,2.61,933,753.0,180.0,19.34,2.1039657020364415
2010,Boulder County,Unincorp. Area,13,99990,43434,43381,53,2.33,21251,18581.0,2670.0,12.56,2.041362759399558
2010,Chaffee County,Unincorp. Area,15,99990,9204,7943,1261,2.23,5386,3565.0,1821.0,33.81,1.4747493501670998
2010,Cheyenne County,Unincorp. Area,17,99990,756,756,0,2.96,328,255.0,73.0,22.25,2.3048780487804876
2010,Clear Creek County,Unincorp. Area,19,99990,5896,5881,15,2.34,3490,2514.0,976.0,27.95,1.6851002865329512
2010,Conejos County,Unincorp. Area,21,99990,4399,4369,30,2.99,2278,1460.0,818.0,35.9,1.9179104477611941
2010,Costilla County,Unincorp. Area,23,99990,2525,2525,0,2.66,1763,949.0,814.0,46.17,1.4322178105501986
2010,Crowley County,Unincorp. Area,25,99990,3970,1323,2647,2.67,578,496.0,82.0,14.22,2.2889273356401385
2010,Custer County,Unincorp. Area,27,99990,3212,3212,0,2.43,2928,1322.0,1606.0,54.86,1.0969945355191257
2010,Delta County,Unincorp. Area,29,99990,13808,13323,485,2.41,6724,5526.0,1198.0,17.82,1.9814098750743605
2010,Dolores County,Unincorp. Area,33,99990,1062,1062,0,4.03,510,264.0,246.0,48.33,2.0823529411764707
2010,Douglas County,Unincorp. Area,35,99990,172034,171823,211,2.77,64943,62104.0,2839.0,4.37,2.645750889241335
2010,Eagle County,Unincorp. Area,37,99990,23185,23185,0,2.79,13731,8313.0,5418.0,39.46,1.6885150389629306
2010,Elbert County,Unincorp. Area,39,99990,20408,20400,8,2.76,7830,7398.0,432.0,5.52,2.6053639846743293
2010,El Paso County,Unincorp. Area,41,99990,165517,154973,10544,2.88,57214,53836.0,3378.0,5.9,2.708655224245814
2010,Fremont County,Unincorp. Area,43,99990,24862,17823,7039,2.3,9530,7738.0,1792.0,18.81,1.870199370409234
2010,Garfield County,Unincorp. Area,45,99990,22541,22074,467,2.84,9311,7762.0,1549.0,16.64,2.370744280958007
2010,Gilpin County,Unincorp. Area,47,99990,4677,4628,49,2.45,2731,1886.0,845.0,30.96,1.694617356279751
2010,Grand County,Unincorp. Area,49,99990,8152,7988,164,2.37,8512,3373.0,5139.0,60.37,0.9384398496240601
2010,Gunnison County,Unincorp. Area,51,99990,6959,6869,90,2.31,5869,2974.0,2895.0,49.33,1.1703867779860282
2010,Hinsdale County,Unincorp. Area,53,99990,435,379,56,2.49,843,152.0,691.0,81.97,0.44958481613285883
2010,Huerfano County,Unincorp. Area,55,99990,2824,2715,109,2.57,2261,1058.0,1203.0,53.19,1.200796107916851
2010,Jackson County,Unincorp. Area,57,99990,783,783,0,2.53,790,310.0,480.0,60.81,0.9911392405063291
2010,Jefferson County,Unincorp. Area,59,99990,188020,186443,1577,2.55,77343,73166.0,4177.0,5.4,2.4105995371268247
2010,Kiowa County,Unincorp. Area,61,99990,634,634,0,2.95,292,215.0,77.0,26.49,2.171232876712329
2010,Kit Carson County,Unincorp. Area,63,99990,2271,2271,0,2.57,1070,884.0,186.0,17.36,2.122429906542056
2010,Lake County,Unincorp. Area,65,99990,4690,4612,78,2.64,2597,1744.0,853.0,32.85,1.7758952637658838
2010,La Plata County,Unincorp. Area,67,99990,31496,31403,93,2.43,16775,12932.0,3843.0,22.91,1.8720119225037257
2010,Larimer County,Unincorp. Area,69,99990,65976,65147,829,2.47,33106,26393.0,6713.0,20.28,1.9678306047242191
2010,Las Animas County,Unincorp. Area,71,99990,5507,5028,479,2.61,2901,1924.0,977.0,33.67,1.7331954498448812
2010,Lincoln County,Unincorp. Area,73,99990,2529,1590,939,2.56,788,620.0,168.0,21.32,2.017766497461929
2010,Logan County,Unincorp. Area,75,99990,6637,6541,96,2.72,2677,2403.0,274.0,10.25,2.4434067986552113
2010,Mesa County,Unincorp. Area,77,99990,71124,70894,230,2.6,29729,27316.0,2413.0,8.12,2.384674896565643
2010,Mineral County,Unincorp. Area,79,99990,418,418,0,2.31,871,181.0,690.0,79.21,0.4799081515499426
2010,Moffat County,Unincorp. Area,81,99990,3999,3996,3,2.76,1818,1450.0,368.0,20.23,2.198019801980198
2010,Montezuma County,Unincorp. Area,83,99990,14775,14746,29,2.5,7008,5895.0,1113.0,15.89,2.1041666666666665
2010,Montrose County,Unincorp. Area,85,99990,18921,18895,26,2.89,7330,6542.0,788.0,10.76,2.577762619372442
2010,Morgan County,Unincorp. Area,87,99990,9370,9370,0,2.96,3705,3164.0,541.0,14.6,2.5290148448043186
2010,Otero County,Unincorp. Area,89,99990,5316,5273,43,2.63,2311,2004.0,307.0,13.29,2.2816962353959327
2010,Ouray County,Unincorp. Area,91,99990,2518,2518,0,2.16,1775,1164.0,611.0,34.42,1.4185915492957746
2010,Park County,Unincorp. Area,93,99990,15308,15216,92,2.27,13231,6697.0,6534.0,49.39,1.1500264530269821
2010,Phillips County,Unincorp. Area,95,99990,1156,1156,0,2.85,473,406.0,67.0,14.18,2.443974630021142
2010,Pitkin County,Unincorp. Area,97,99990,6740,6720,20,2.6,3688,2589.0,1099.0,29.81,1.822125813449024
2010,Prowers County,Unincorp. Area,99,99990,2937,2931,6,3.04,1182,965.0,217.0,18.32,2.479695431472081
2010,Pueblo County,Unincorp. Area,101,99990,52122,51854,268,2.66,21664,19527.0,2137.0,9.86,2.393556129985229
2010,Rio Blanco County,Unincorp. Area,103,99990,1816,1811,5,2.82,932,642.0,290.0,31.08,1.9431330472103003
2010,Rio Grande County,Unincorp. Area,105,99990,5258,5161,97,2.64,2971,1958.0,1013.0,34.1,1.7371255469538875
2010,Routt County,Unincorp. Area,107,99990,8273,8216,57,2.52,4653,3264.0,1389.0,29.84,1.7657425316999784
2010,Saguache County,Unincorp. Area,109,99990,3362,3362,0,2.73,1924,1234.0,690.0,35.88,1.7474012474012475
2010,San Juan County,Unincorp. Area,111,99990,63,63,0,2.7,239,23.0,216.0,90.23,0.26359832635983266
2010,San Miguel County,Unincorp. Area,113,99990,2987,2978,9,2.37,2069,1259.0,810.0,39.15,1.4393426776220397
2010,Sedgwick County,Unincorp. Area,115,99990,687,687,0,2.54,354,271.0,83.0,23.56,1.9406779661016949
2010,Summit County,Unincorp. Area,117,99990,15101,14933,168,2.39,15686,6258.0,9428.0,60.1,0.9519954099196736
2010,Teller County,Unincorp. Area,119,99990,14593,14461,132,2.36,8358,6131.0,2227.0,26.65,1.7301986121081598
2010,Washington County,Unincorp. Area,121,99990,2706,2546,160,2.92,1134,872.0,262.0,23.07,2.2451499118165783
2010,Weld County,Unincorp. Area,123,99990,42684,42645,39,2.72,17048,15679.0,1369.0,8.03,2.501466447677147
2010,Yuma County,Unincorp. Area,125,99990,3915,3915,0,2.74,1691,1428.0,263.0,15.55,2.315198107628622
2011,Las Animas County,Aguilar,71,760,517,517,0,2.29,269,225.0,44.0,16.18,1.9219330855018588
2011,Washington County,Akron,121,925,1688,1569,119,2.17,816,725.0,91.0,11.2,1.9227941176470589
2011,Alamosa County,Alamosa,3,1090,8866,8194,672,2.36,3713,3469.0,244.0,6.57,2.20684082951791
2011,Park County,Alma,93,1530,247,247,0,1.98,171,125.0,46.0,26.96,1.4444444444444444
2011,Conejos County,Antonito,21,2355,758,757,1,2.26,377,335.0,42.0,11.06,2.0079575596816976
2011,Lincoln County,Arriba,73,3235,196,196,0,2.04,117,96.0,21.0,17.91,1.6752136752136753
2011,Adams County,Arvada (Part),1,3455,2881,2875,6,2.57,1152,1119.0,33.0,2.84,2.4956597222222223
2011,Jefferson County,Arvada (Part),59,3455,105261,104757,504,2.48,43723,42240.0,1483.0,3.39,2.39592434187956
2011,Pitkin County,Aspen,97,3620,6990,6948,42,1.9,5958,3661.0,2297.0,38.56,1.1661631419939578
2011,Weld County,Ault,123,3950,1533,1533,0,2.63,615,582.0,33.0,5.34,2.4926829268292683
2011,Adams County,Aurora (Part),1,4000,40638,39712,926,3.07,14088,12927.0,1161.0,8.24,2.8188529244747302
2011,Arapahoe County,Aurora (Part),5,4000,292776,291183,1594,2.6,118103,111780.0,6323.0,5.35,2.46550045299442
2011,Douglas County,Aurora (Part),35,4000,251,251,0,2.83,99,89.0,10.0,10.38,2.5353535353535355
2011,Eagle County,Avon,37,4110,6205,6205,0,2.75,3490,2253.0,1237.0,35.45,1.7779369627507164
2011,Eagle County,Basalt (Part),37,4935,2741,2741,0,2.41,1319,1139.0,180.0,13.65,2.0780894617134194
2011,Pitkin County,Basalt (Part),97,4935,953,953,0,2.37,514,402.0,112.0,21.8,1.8540856031128405
2011,La Plata County,Bayfield,67,5265,2394,2394,0,2.59,986,923.0,63.0,6.41,2.4279918864097363
2011,Adams County,Bennett (Part),1,6090,1993,1993,0,2.75,770,724.0,46.0,5.93,2.588311688311688
2011,Arapahoe County,Bennett (Part),5,6090,359,359,0,2.96,126,121.0,5.0,3.95,2.8492063492063493
2011,Larimer County,Berthoud (Part),69,6255,5183,5113,71,2.52,2114,2025.0,89.0,4.21,2.4186376537369916
2011,Weld County,Berthoud (Part),123,6255,67,67,0,3.35,21,20.0,1.0,4.18,3.1904761904761907
2011,Kit Carson County,Bethune,63,6530,224,224,0,3.04,79,74.0,5.0,6.7,2.8354430379746836
2011,Gilpin County,Black Hawk,47,7025,135,135,0,2.29,74,59.0,15.0,20.07,1.8243243243243243
2011,Costilla County,Blanca,23,7190,349,349,0,2.72,148,128.0,20.0,13.32,2.358108108108108
2011,Summit County,Blue River,117,7410,849,849,0,2.52,728,336.0,392.0,53.78,1.1662087912087913
2011,Saguache County,Bonanza City,109,7571,26,26,0,1.54,31,17.0,14.0,44.63,0.8387096774193549
2011,Pueblo County,Boone,101,7795,338,330,8,2.41,179,137.0,42.0,23.37,1.8435754189944134
2011,Boulder County,Boulder,13,7850,100233,91034,9199,2.16,43908,42089.0,1819.0,4.14,2.073289605538854
2011,Arapahoe County,Bow Mar (Part),5,8070,591,591,0,2.96,204,200.0,4.0,2.04,2.8970588235294117
2011,Jefferson County,Bow Mar (Part),59,8070,280,280,0,3.04,98,92.0,6.0,6.22,2.857142857142857
2011,Las Animas County,Branson,71,8345,79,79,0,2.22,46,36.0,10.0,22.71,1.7173913043478262
2011,Summit County,Breckenridge,117,8400,4581,4467,114,2.28,6942,1964.0,4978.0,71.71,0.6434745030250648
2011,Adams County,Brighton (Part),1,8675,33607,32057,1550,2.95,11331,10870.0,461.0,4.07,2.8291412937957814
2011,Weld County,Brighton (Part),123,8675,338,338,0,3.07,115,110.0,5.0,4.36,2.9391304347826086
2011,Fremont County,Brookside,43,9115,209,209,0,2.46,90,85.0,5.0,5.53,2.3222222222222224
2011,Broomfield County,Broomfield,14,9280,57584,57307,277,2.59,23056,22168.0,888.0,3.85,2.485556904927134
2011,Morgan County,Brush,87,9555,5327,4961,366,2.46,2128,2014.0,114.0,5.36,2.331296992481203
2011,Chaffee County,Buena Vista,15,10105,2655,2655,0,2.2,1397,1209.0,188.0,13.45,1.9005010737294201
2011,Kit Carson County,Burlington,63,10600,4208,3238,970,2.37,1470,1368.0,102.0,6.91,2.202721088435374
2011,El Paso County,Calhan,41,11260,794,794,0,2.52,347,315.0,32.0,9.11,2.288184438040346
2011,Baca County,Campo,9,11645,117,117,0,2.34,65,50.0,15.0,23.27,1.8
2011,Fremont County,Canon City,43,11810,16612,15114,1497,2.23,7458,6768.0,690.0,9.26,2.0265486725663715
2011,Garfield County,Carbonate,45,12030,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2011,Garfield County,Carbondale,45,12045,6331,6221,110,2.79,2429,2231.0,198.0,8.17,2.5611362700699876
2011,Douglas County,Castle Pines,35,12387,10487,10478,9,2.96,3644,3541.0,103.0,2.83,2.875411635565313
2011,Douglas County,Castle Rock,35,12415,50351,49775,577,2.87,18052,17372.0,680.0,3.76,2.7573122091734987
2011,Delta County,Cedaredge,29,12635,2223,2223,0,2.1,1179,1057.0,122.0,10.36,1.8854961832061068
2011,Arapahoe County,Centennial,5,12815,101652,99911,1741,2.64,38966,37895.0,1071.0,2.75,2.5640558435559204
2011,Rio Grande County,Center (Part),105,12855,115,115,0,2.48,53,46.0,7.0,12.29,2.169811320754717
2011,Saguache County,Center (Part),109,12855,2074,2074,0,2.82,807,734.0,73.0,9.01,2.57001239157373
2011,Clear Creek County,Central City (Part),19,12910,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2011,Gilpin County,Central City (Part),47,12910,725,725,0,1.94,493,374.0,119.0,24.14,1.4705882352941178
2011,Otero County,Cheraw,89,13460,227,227,0,2.5,100,91.0,9.0,9.38,2.27
2011,Arapahoe County,Cherry Hills Village,5,13845,6116,6116,0,2.98,2160,2050.0,110.0,5.07,2.8314814814814815
2011,Cheyenne County,Cheyenne Wells,17,14175,853,826,27,2.15,408,385.0,23.0,5.72,2.0245098039215685
2011,Mineral County,City of Creede,79,14765,244,244,0,1.81,226,135.0,91.0,40.17,1.079646017699115
2011,Fremont County,Coal Creek,43,15330,333,333,0,2.43,155,137.0,18.0,11.52,2.1483870967741936
2011,Las Animas County,Cokedale,71,15550,138,138,0,2.42,87,57.0,30.0,34.61,1.5862068965517242
2011,Mesa County,Collbran,77,15605,689,459,230,2.46,219,187.0,32.0,14.63,2.095890410958904
2011,El Paso County,Colorado Springs,41,16000,428674,419047,9628,2.44,181483,171691.0,9792.0,5.4,2.3090151694649084
2011,Arapahoe County,Columbine Valley,5,16385,1282,1282,0,2.57,530,498.0,32.0,5.95,2.418867924528302
2011,Adams County,Commerce City,1,16495,47626,47273,353,3.16,15747,14972.0,775.0,4.92,3.002032133104718
2011,Montezuma County,Cortez,83,17375,8560,8431,129,2.32,3900,3629.0,271.0,6.94,2.161794871794872
2011,Moffat County,Craig,81,17760,9317,9217,101,2.47,4001,3735.0,266.0,6.65,2.30367408147963
2011,Delta County,Crawford,29,17925,422,422,0,2.37,213,178.0,35.0,16.35,1.9812206572769953
2011,Gunnison County,Crested Butte,51,18310,1486,1486,0,2.06,1075,722.0,353.0,32.83,1.3823255813953488
2011,Saguache County,Crestone,109,18420,131,131,0,2.09,81,63.0,18.0,22.22,1.617283950617284
2011,Teller County,Cripple Creek,119,18530,1172,1172,0,2.14,724,546.0,178.0,24.53,1.6187845303867403
2011,Logan County,Crook,75,18640,125,125,0,1.93,74,65.0,9.0,12.45,1.6891891891891893
2011,Crowley County,Crowley,25,18750,168,168,0,2.24,81,75.0,6.0,7.49,2.074074074074074
2011,Weld County,Dacono,123,19080,4288,4288,0,2.86,1581,1499.0,82.0,5.18,2.7122074636306137
2011,Mesa County,De Beque,77,19355,500,498,2,2.65,221,188.0,33.0,15.0,2.253393665158371
2011,Arapahoe County,Deer Trail,5,19630,578,578,0,2.42,276,239.0,37.0,13.33,2.0942028985507246
2011,Rio Grande County,Del Norte,105,19795,1620,1581,40,2.4,799,660.0,139.0,17.41,1.9787234042553192
2011,Delta County,Delta,29,19850,8821,8682,139,2.48,3828,3501.0,327.0,8.53,2.268025078369906
2011,Denver County,Denver,31,20000,620229,604024,16205,2.22,288388,272237.0,16151.0,5.6,2.094483820408616
2011,Summit County,Dillon,117,20440,911,911,0,1.99,1290,457.0,833.0,64.57,0.7062015503875969
2011,Moffat County,Dinosaur,81,20495,286,286,0,2.57,145,111.0,34.0,23.35,1.9724137931034482
2011,Montezuma County,Dolores,83,20770,919,910,9,2.14,488,426.0,62.0,12.76,1.8647540983606556
2011,Dolores County,Dove Creek,33,21265,731,731,0,2.38,331,308.0,23.0,7.07,2.2084592145015107
2011,La Plata County,Durango,67,22035,16959,15345,1614,2.17,7905,7072.0,833.0,10.54,1.9411764705882353
2011,Kiowa County,Eads,61,22145,661,645,16,2.11,355,306.0,49.0,13.79,1.8169014084507042
2011,Eagle County,Eagle,37,22200,6653,6593,59,2.95,2466,2236.0,230.0,9.34,2.6735604217356044
2011,Weld County,Eaton,123,22860,4437,4437,0,2.7,1708,1643.0,65.0,3.78,2.597775175644028
2011,Yuma County,Eckley,125,23025,230,230,0,2.35,109,98.0,11.0,10.09,2.110091743119266
2011,Jefferson County,Edgewater,59,23135,5196,5196,0,2.29,2436,2271.0,165.0,6.77,2.1330049261083746
2011,Elbert County,Elizabeth,39,23740,1347,1347,0,2.78,529,485.0,44.0,8.26,2.5463137996219283
2011,Clear Creek County,Empire,19,24620,299,299,0,1.75,200,171.0,29.0,14.35,1.495
2011,Arapahoe County,Englewood,5,24785,30648,30360,289,2.08,15467,14567.0,900.0,5.82,1.9628887308463179
2011,Boulder County,Erie (Part),13,24950,8711,8711,0,2.98,2975,2925.0,50.0,1.69,2.9280672268907564
2011,Weld County,Erie (Part),123,24950,10487,10487,0,2.82,3916,3719.0,197.0,5.03,2.677987742594484
2011,Larimer County,Estes Park,69,25115,6015,5978,38,2.08,4124,2868.0,1256.0,30.46,1.4495635305528614
2011,Weld County,Evans,123,25280,19022,19018,4,2.94,6885,6478.0,407.0,5.91,2.7622367465504722
2011,Park County,Fairplay,93,25610,688,688,0,2.27,401,303.0,98.0,24.35,1.71571072319202
2011,Adams County,Federal Heights,1,26270,11862,11862,0,2.6,4912,4561.0,351.0,7.16,2.4149022801302933
2011,Weld County,Firestone,123,26600,10528,10528,0,3.08,3605,3422.0,183.0,5.08,2.920388349514563
2011,Kit Carson County,Flagler,63,26765,558,558,0,2.08,309,268.0,41.0,13.22,1.8058252427184467
2011,Logan County,Fleming,75,26875,445,445,0,2.46,200,181.0,19.0,9.74,2.225
2011,Fremont County,Florence,43,27040,3753,3666,87,2.39,1705,1533.0,172.0,10.08,2.1501466275659826
2011,Larimer County,Fort Collins,69,27425,145549,138476,7073,2.37,61115,58484.0,2631.0,4.31,2.265826720117811
2011,Weld County,Fort Lupton,123,27700,7433,7433,0,3.08,2538,2413.0,125.0,4.92,2.9286840031520884
2011,Morgan County,Fort Morgan,87,27810,11687,11500,188,2.8,4270,4107.0,163.0,3.81,2.693208430913349
2011,El Paso County,Fountain,41,27865,26668,26668,0,2.97,9514,8989.0,525.0,5.52,2.803027117931469
2011,Otero County,Fowler,89,27975,1248,1211,37,2.18,614,555.0,59.0,9.53,1.9723127035830619
2011,Arapahoe County,Foxfield,5,28105,699,684,15,2.77,256,247.0,9.0,3.6,2.671875
2011,Grand County,Fraser,49,28305,1508,1503,5,2.25,1337,667.0,670.0,50.14,1.1241585639491398
2011,Weld County,Frederick,123,28360,8944,8944,0,2.95,3136,3032.0,104.0,3.33,2.8520408163265305
2011,Summit County,Frisco,117,28690,2686,2686,0,2.07,3124,1297.0,1827.0,58.49,0.8597951344430218
2011,Mesa County,Fruita,77,28745,12835,12632,204,2.63,5185,4810.0,375.0,7.24,2.43625843780135
